date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,isRI
2020-03-25,-39.0,-9.0,2.0,-22.0,-31.0,16.0,0
2020-03-26,-38.0,-7.0,18.0,-24.0,-32.0,16.0,0
2020-03-27,-40.0,-7.0,32.0,-25.0,-30.0,19.0,0
2020-03-28,-48.0,-9.0,38.0,-32.0,-22.0,12.0,0
2020-03-29,-44.0,-13.0,73.0,-36.0,-24.0,9.0,0
2020-03-30,-37.0,-12.0,36.0,-29.0,-32.0,15.0,0
2020-03-31,-40.0,-10.0,4.0,-25.0,-34.0,17.0,0
2020-04-01,-41.0,-8.0,-23.0,-30.0,-36.0,18.0,0
2020-04-02,-55.0,-24.0,-42.0,-42.0,-40.0,22.0,0
2020-04-03,-49.0,-12.0,-27.0,-35.0,-38.0,24.0,0
2020-04-04,-53.0,-8.0,-27.0,-39.0,-26.0,15.0,0
2020-04-05,-50.0,-15.0,-2.0,-44.0,-28.0,11.0,0
2020-04-06,-40.0,-11.0,16.0,-33.0,-35.0,17.0,0
2020-04-07,-40.0,-8.0,21.0,-29.0,-37.0,18.0,0
2020-04-08,-42.0,-12.0,-17.0,-30.0,-38.0,18.0,0
2020-04-09,-40.0,-8.0,-4.0,-34.0,-38.0,19.0,0
2020-04-10,-40.0,-5.0,33.0,-34.0,-45.0,23.0,0
2020-04-11,-48.0,1.0,-18.0,-43.0,-28.0,15.0,0
2020-04-12,-69.0,-60.0,-26.0,-49.0,-40.0,12.0,0
2020-04-13,-44.0,-19.0,-31.0,-40.0,-38.0,19.0,0
2020-04-14,-44.0,-15.0,-20.0,-34.0,-36.0,19.0,0
2020-04-15,-33.0,-7.0,1.0,-27.0,-36.0,17.0,0
2020-04-16,-35.0,-10.0,7.0,-31.0,-36.0,18.0,0
2020-04-17,-38.0,-10.0,22.0,-30.0,-34.0,20.0,0
2020-04-18,-43.0,-10.0,12.0,-36.0,-23.0,13.0,0
2020-04-19,-38.0,-12.0,51.0,-39.0,-26.0,9.0,0
2020-04-20,-34.0,-15.0,11.0,-33.0,-34.0,16.0,0
2020-04-21,-34.0,-11.0,44.0,-25.0,-36.0,17.0,0
2020-04-22,-32.0,-9.0,74.0,-22.0,-36.0,15.0,0
2020-04-23,-33.0,-10.0,34.0,-28.0,-36.0,17.0,0
2020-04-24,-35.0,-10.0,50.0,-26.0,-34.0,18.0,0
2020-04-25,-39.0,-6.0,52.0,-30.0,-23.0,10.0,0
2020-04-26,-33.0,-8.0,84.0,-33.0,-26.0,7.0,0
2020-04-27,-26.0,-9.0,56.0,-27.0,-34.0,14.0,0
2020-04-28,-29.0,-9.0,5.0,-23.0,-35.0,11.0,0
2020-04-29,-26.0,-5.0,74.0,-17.0,-35.0,14.0,0
2020-04-30,-24.0,-2.0,72.0,-19.0,-34.0,14.0,0
2020-05-01,-22.0,-3.0,42.0,-18.0,-31.0,15.0,0
2020-05-02,-27.0,0.0,85.0,-22.0,-17.0,7.0,0
2020-02-15,5.0,0.0,15.0,1.0,0.0,0.0,0
2020-02-16,6.0,1.0,25.0,0.0,1.0,-1.0,0
2020-02-17,5.0,-2.0,9.0,-1.0,-19.0,5.0,0
2020-02-18,0.0,-1.0,6.0,3.0,2.0,0.0,0
2020-02-19,3.0,0.0,14.0,3.0,2.0,0.0,0
2020-02-20,2.0,0.0,2.0,2.0,2.0,0.0,0
2020-02-21,2.0,-2.0,19.0,6.0,3.0,0.0,0
2020-02-22,9.0,4.0,68.0,8.0,3.0,-2.0,0
2020-02-23,7.0,3.0,77.0,6.0,3.0,-1.0,0
2020-02-24,2.0,-1.0,0.0,2.0,3.0,1.0,0
2020-02-25,4.0,0.0,2.0,4.0,2.0,0.0,0
2020-02-26,6.0,2.0,-3.0,3.0,1.0,0.0,0
2020-02-27,2.0,0.0,-6.0,2.0,-3.0,2.0,0
2020-02-28,4.0,1.0,7.0,7.0,1.0,0.0,0
2020-02-29,11.0,5.0,13.0,7.0,2.0,-2.0,0
2020-03-01,17.0,10.0,68.0,11.0,4.0,-2.0,0
2020-03-02,7.0,3.0,-7.0,2.0,2.0,0.0,0
2020-03-03,12.0,8.0,23.0,7.0,2.0,-1.0,0
2020-03-04,12.0,7.0,29.0,7.0,2.0,-1.0,0
2020-03-05,11.0,8.0,51.0,8.0,2.0,-1.0,0
2020-03-06,2.0,-3.0,9.0,5.0,2.0,0.0,0
2020-03-07,13.0,7.0,68.0,13.0,4.0,-2.0,0
2020-03-08,15.0,9.0,187.0,14.0,2.0,-2.0,0
2020-03-09,9.0,7.0,78.0,7.0,1.0,0.0,0
2020-03-10,5.0,6.0,13.0,2.0,0.0,0.0,0
2020-03-11,8.0,11.0,25.0,4.0,0.0,0.0,0
2020-03-12,9.0,32.0,50.0,2.0,-1.0,0.0,0
2020-03-13,-1.0,21.0,46.0,1.0,-4.0,2.0,0
2020-03-14,-12.0,11.0,9.0,-4.0,-3.0,4.0,0
2020-03-15,-9.0,17.0,46.0,-6.0,-7.0,3.0,0
2020-03-16,-16.0,26.0,16.0,-9.0,-18.0,7.0,0
2020-03-17,-25.0,11.0,27.0,-10.0,-25.0,10.0,0
2020-03-18,-29.0,5.0,2.0,-15.0,-28.0,12.0,0
2020-03-19,-32.0,8.0,14.0,-19.0,-31.0,14.0,0
2020-03-20,-35.0,0.0,47.0,-19.0,-34.0,16.0,0
2020-03-21,-44.0,-7.0,4.0,-22.0,-25.0,11.0,0
2020-03-22,-38.0,0.0,62.0,-26.0,-28.0,8.0,0
2020-03-23,-33.0,-1.0,-2.0,-26.0,-39.0,16.0,0
2020-03-24,-51.0,-26.0,11.0,-31.0,-47.0,20.0,0
2020-03-25,-43.0,-18.0,101.0,-27.0,-48.0,19.0,0
2020-03-26,-42.0,-15.0,103.0,-29.0,-48.0,20.0,0
2020-03-27,-46.0,-20.0,26.0,-33.0,-48.0,22.0,0
2020-03-28,-50.0,-21.0,29.0,-34.0,-35.0,14.0,0
2020-03-29,-43.0,-19.0,117.0,-33.0,-35.0,10.0,0
2020-03-30,-41.0,-18.0,4.0,-32.0,-48.0,19.0,0
2020-03-31,-41.0,-16.0,7.0,-28.0,-49.0,20.0,0
2020-04-01,-37.0,-9.0,25.0,-27.0,-49.0,20.0,0
2020-04-02,-37.0,-7.0,87.0,-28.0,-49.0,20.0,0
2020-04-03,-38.0,-8.0,108.0,-28.0,-48.0,20.0,0
2020-04-04,-43.0,-9.0,138.0,-26.0,-35.0,12.0,0
2020-04-05,-46.0,-18.0,37.0,-39.0,-37.0,11.0,0
2020-04-06,-37.0,-11.0,81.0,-28.0,-48.0,18.0,0
2020-04-07,-41.0,-14.0,68.0,-28.0,-50.0,19.0,0
2020-04-08,-36.0,-9.0,106.0,-26.0,-50.0,18.0,0
2020-04-09,-39.0,-9.0,11.0,-33.0,-51.0,21.0,0
2020-04-10,-41.0,-10.0,14.0,-36.0,-56.0,24.0,0
2020-04-11,-41.0,-2.0,82.0,-28.0,-37.0,12.0,0
2020-04-12,-65.0,-43.0,40.0,-42.0,-44.0,11.0,0
2020-04-13,-43.0,-20.0,-18.0,-37.0,-49.0,21.0,0
2020-04-14,-38.0,-14.0,24.0,-29.0,-48.0,19.0,0
2020-04-15,-31.0,-10.0,8.0,-29.0,-48.0,19.0,0
2020-04-16,-33.0,-8.0,26.0,-31.0,-48.0,20.0,0
2020-04-17,-43.0,-20.0,-17.0,-38.0,-48.0,23.0,0
2020-04-18,-38.0,-10.0,79.0,-26.0,-32.0,12.0,0
2020-04-19,-38.0,-16.0,90.0,-35.0,-34.0,9.0,0
2020-04-20,-30.0,-11.0,93.0,-27.0,-46.0,17.0,0
2020-04-21,-33.0,-12.0,30.0,-28.0,-47.0,18.0,0
2020-04-22,-32.0,-11.0,59.0,-27.0,-47.0,18.0,0
2020-04-23,-35.0,-11.0,13.0,-32.0,-47.0,20.0,0
2020-04-24,-34.0,-12.0,108.0,-26.0,-46.0,19.0,0
2020-04-25,-34.0,-9.0,136.0,-22.0,-31.0,10.0,0
2020-04-26,-40.0,-17.0,-13.0,-39.0,-35.0,10.0,0
2020-04-27,-25.0,-6.0,106.0,-23.0,-44.0,16.0,0
2020-04-28,-26.0,-6.0,100.0,-21.0,-46.0,11.0,0
2020-04-29,-28.0,-8.0,22.0,-26.0,-46.0,18.0,0
2020-04-30,-29.0,-5.0,10.0,-28.0,-46.0,19.0,0
2020-05-01,-28.0,-3.0,95.0,-21.0,-44.0,17.0,0
2020-05-02,-28.0,1.0,222.0,-9.0,-28.0,7.0,0
2020-02-15,4.0,2.0,7.0,2.0,1.0,0.0,0
2020-02-16,5.0,1.0,17.0,1.0,1.0,0.0,0
2020-02-17,3.0,-1.0,28.0,2.0,-19.0,5.0,0
2020-02-18,0.0,-1.0,8.0,2.0,0.0,0.0,0
2020-02-19,5.0,3.0,21.0,5.0,3.0,-1.0,0
2020-02-20,2.0,0.0,-4.0,2.0,1.0,0.0,0
2020-02-21,3.0,-3.0,2.0,3.0,3.0,0.0,0
2020-02-22,3.0,2.0,10.0,4.0,3.0,0.0,0
2020-02-23,0.0,-2.0,-38.0,0.0,0.0,1.0,0
2020-02-24,0.0,-1.0,-13.0,1.0,2.0,1.0,0
2020-02-25,4.0,1.0,8.0,3.0,2.0,0.0,0
2020-02-26,15.0,7.0,5.0,10.0,4.0,-2.0,0
2020-02-27,15.0,9.0,25.0,10.0,3.0,-2.0,0
2020-02-28,15.0,7.0,33.0,13.0,3.0,-2.0,0
2020-02-29,14.0,12.0,57.0,13.0,4.0,-3.0,0
2020-03-01,19.0,17.0,68.0,14.0,3.0,-3.0,0
2020-03-02,10.0,7.0,10.0,6.0,3.0,-1.0,0
2020-03-03,17.0,14.0,46.0,7.0,2.0,-2.0,0
2020-03-04,14.0,10.0,26.0,10.0,4.0,-2.0,0
2020-03-05,14.0,13.0,46.0,10.0,3.0,-2.0,0
2020-03-06,9.0,4.0,46.0,10.0,3.0,-2.0,0
2020-03-07,10.0,11.0,61.0,15.0,4.0,-2.0,0
2020-03-08,7.0,5.0,4.0,11.0,2.0,0.0,0
2020-03-09,7.0,7.0,14.0,5.0,2.0,1.0,0
2020-03-10,10.0,12.0,64.0,9.0,2.0,-1.0,0
2020-03-11,15.0,15.0,73.0,15.0,4.0,-2.0,0
2020-03-12,15.0,27.0,74.0,14.0,1.0,-2.0,0
2020-03-13,3.0,14.0,-14.0,8.0,-7.0,3.0,0
2020-03-14,-5.0,13.0,-24.0,7.0,-3.0,3.0,0
2020-03-15,-5.0,9.0,-21.0,4.0,-4.0,2.0,0
2020-03-16,-2.0,21.0,-17.0,-2.0,-19.0,6.0,0
2020-03-17,-10.0,18.0,0.0,-3.0,-22.0,8.0,0
2020-03-18,-12.0,18.0,48.0,2.0,-25.0,8.0,0
2020-03-19,-20.0,10.0,25.0,-6.0,-29.0,11.0,0
2020-03-20,-26.0,6.0,-11.0,-11.0,-30.0,13.0,0
2020-03-21,-35.0,2.0,-9.0,-9.0,-18.0,9.0,0
2020-03-22,-38.0,-8.0,-26.0,-17.0,-26.0,9.0,0
2020-03-23,-28.0,-4.0,-1.0,-17.0,-31.0,13.0,0
2020-03-24,-25.0,2.0,51.0,-14.0,-34.0,13.0,0
2020-03-25,-21.0,4.0,73.0,-9.0,-34.0,12.0,0
2020-03-26,-29.0,-3.0,57.0,-16.0,-38.0,14.0,0
2020-03-27,-34.0,-10.0,24.0,-22.0,-38.0,16.0,0
2020-03-28,-37.0,-6.0,13.0,-20.0,-27.0,11.0,0
2020-03-29,-36.0,-12.0,29.0,-23.0,-32.0,9.0,0
2020-03-30,-37.0,-18.0,-29.0,-28.0,-40.0,17.0,0
2020-03-31,-29.0,-5.0,31.0,-20.0,-41.0,15.0,0
2020-04-01,-22.0,6.0,35.0,-13.0,-40.0,14.0,0
2020-04-02,-30.0,-1.0,16.0,-20.0,-42.0,16.0,0
2020-04-03,-37.0,-9.0,-37.0,-28.0,-43.0,20.0,0
2020-04-04,-46.0,-10.0,-42.0,-29.0,-32.0,14.0,0
2020-04-05,-41.0,-8.0,-3.0,-30.0,-35.0,10.0,0
2020-04-06,-33.0,-8.0,2.0,-25.0,-42.0,16.0,0
2020-04-07,-31.0,-5.0,50.0,-19.0,-43.0,16.0,0
2020-04-08,-27.0,0.0,59.0,-14.0,-43.0,14.0,0
2020-04-09,-29.0,-2.0,29.0,-20.0,-44.0,16.0,0
2020-04-10,-30.0,-2.0,33.0,-24.0,-47.0,18.0,0
2020-04-11,-38.0,-1.0,-8.0,-27.0,-32.0,12.0,0
2020-04-12,-54.0,-27.0,-41.0,-37.0,-40.0,11.0,0
2020-04-13,-34.0,-14.0,-33.0,-28.0,-42.0,18.0,0
2020-04-14,-33.0,-12.0,-10.0,-25.0,-42.0,18.0,0
2020-04-15,-15.0,2.0,35.0,-14.0,-40.0,14.0,0
2020-04-16,-20.0,-1.0,32.0,-16.0,-41.0,15.0,0
2020-04-17,-30.0,-12.0,-13.0,-22.0,-41.0,18.0,0
2020-04-18,-30.0,-4.0,19.0,-17.0,-26.0,10.0,0
2020-04-19,-31.0,-12.0,2.0,-25.0,-32.0,9.0,0
2020-04-20,-20.0,-6.0,27.0,-18.0,-40.0,14.0,0
2020-04-21,-21.0,-2.0,59.0,-16.0,-40.0,14.0,0
2020-04-22,-28.0,-9.0,-15.0,-21.0,-42.0,17.0,0
2020-04-23,-17.0,3.0,59.0,-15.0,-40.0,14.0,0
2020-04-24,-24.0,-5.0,24.0,-18.0,-39.0,16.0,0
2020-04-25,-25.0,4.0,55.0,-10.0,-25.0,8.0,0
2020-04-26,-22.0,0.0,63.0,-14.0,-30.0,6.0,0
2020-04-27,-17.0,-1.0,16.0,-16.0,-38.0,14.0,0
2020-04-28,-20.0,0.0,25.0,-15.0,-39.0,9.0,0
2020-04-29,-9.0,9.0,54.0,-7.0,-37.0,12.0,0
2020-04-30,-10.0,10.0,68.0,-9.0,-38.0,12.0,0
2020-05-01,-10.0,9.0,61.0,-7.0,-36.0,12.0,0
2020-05-02,-16.0,13.0,73.0,-1.0,-20.0,5.0,0
2020-02-15,2.0,-3.0,-5.0,-1.0,-1.0,0.0,0
2020-02-16,14.0,3.0,33.0,3.0,0.0,-1.0,0
2020-02-17,10.0,2.0,74.0,-3.0,-25.0,4.0,0
2020-02-18,4.0,2.0,42.0,5.0,1.0,0.0,0
2020-02-19,5.0,3.0,51.0,6.0,1.0,-1.0,0
2020-02-20,4.0,4.0,33.0,4.0,1.0,-1.0,0
2020-02-21,4.0,1.0,37.0,7.0,4.0,-1.0,0
2020-02-22,6.0,3.0,72.0,9.0,3.0,-2.0,0
2020-02-23,10.0,2.0,-11.0,3.0,1.0,0.0,0
2020-02-24,5.0,1.0,28.0,3.0,4.0,-1.0,0
2020-02-25,8.0,4.0,44.0,4.0,2.0,-1.0,0
2020-02-26,11.0,6.0,51.0,6.0,2.0,-1.0,0
2020-02-27,10.0,5.0,49.0,8.0,1.0,-1.0,0
2020-02-28,8.0,4.0,24.0,7.0,3.0,-1.0,0
2020-02-29,7.0,5.0,8.0,6.0,3.0,-1.0,0
2020-03-01,17.0,9.0,23.0,9.0,3.0,-1.0,0
2020-03-02,8.0,7.0,14.0,2.0,3.0,0.0,0
2020-03-03,10.0,12.0,40.0,2.0,1.0,-1.0,0
2020-03-04,10.0,9.0,57.0,6.0,1.0,-1.0,0
2020-03-05,7.0,8.0,38.0,4.0,1.0,-1.0,0
2020-03-06,1.0,2.0,-3.0,-1.0,1.0,1.0,0
2020-03-07,5.0,3.0,16.0,4.0,3.0,0.0,0
2020-03-08,10.0,5.0,24.0,5.0,1.0,0.0,0
2020-03-09,6.0,6.0,60.0,1.0,2.0,0.0,0
2020-03-10,8.0,8.0,71.0,3.0,0.0,0.0,0
2020-03-11,8.0,9.0,57.0,1.0,0.0,0.0,0
2020-03-12,4.0,17.0,43.0,-3.0,-3.0,1.0,0
2020-03-13,-4.0,20.0,-7.0,-11.0,-6.0,4.0,0
2020-03-14,-18.0,7.0,-12.0,-16.0,-6.0,6.0,0
2020-03-15,-11.0,4.0,16.0,-14.0,-9.0,4.0,0
2020-03-16,-5.0,17.0,53.0,-16.0,-22.0,7.0,0
2020-03-17,-22.0,12.0,63.0,-20.0,-29.0,10.0,0
2020-03-18,-25.0,8.0,76.0,-24.0,-33.0,11.0,0
2020-03-19,-28.0,6.0,76.0,-28.0,-35.0,12.0,0
2020-03-20,-32.0,4.0,66.0,-31.0,-35.0,13.0,0
2020-03-21,-40.0,-4.0,81.0,-26.0,-25.0,8.0,0
2020-03-22,-37.0,-9.0,48.0,-31.0,-30.0,8.0,0
2020-03-23,-38.0,-11.0,-5.0,-40.0,-41.0,15.0,0
2020-03-24,-47.0,-19.0,-17.0,-44.0,-47.0,18.0,0
2020-03-25,-45.0,-17.0,3.0,-43.0,-48.0,18.0,0
2020-03-26,-46.0,-17.0,-1.0,-46.0,-48.0,19.0,0
2020-03-27,-50.0,-21.0,-28.0,-49.0,-47.0,20.0,0
2020-03-28,-55.0,-24.0,-25.0,-45.0,-36.0,14.0,0
2020-03-29,-51.0,-25.0,-22.0,-47.0,-38.0,12.0,0
2020-03-30,-44.0,-22.0,-20.0,-48.0,-47.0,17.0,0
2020-03-31,-41.0,-15.0,4.0,-44.0,-49.0,18.0,0
2020-04-01,-39.0,-11.0,1.0,-42.0,-49.0,18.0,0
2020-04-02,-42.0,-12.0,-3.0,-46.0,-50.0,19.0,0
2020-04-03,-44.0,-12.0,-10.0,-46.0,-48.0,19.0,0
2020-04-04,-51.0,-18.0,-20.0,-45.0,-37.0,14.0,0
2020-04-05,-46.0,-18.0,-1.0,-44.0,-39.0,11.0,0
2020-04-06,-40.0,-15.0,19.0,-44.0,-48.0,17.0,0
2020-04-07,-39.0,-11.0,39.0,-42.0,-49.0,17.0,0
2020-04-08,-38.0,-10.0,53.0,-41.0,-49.0,17.0,0
2020-04-09,-39.0,-8.0,41.0,-43.0,-50.0,17.0,0
2020-04-10,-41.0,-10.0,22.0,-44.0,-49.0,18.0,0
2020-04-11,-45.0,-7.0,16.0,-41.0,-36.0,12.0,0
2020-04-12,-56.0,-24.0,5.0,-45.0,-41.0,10.0,0
2020-04-13,-38.0,-15.0,34.0,-44.0,-46.0,16.0,0
2020-04-14,-36.0,-12.0,42.0,-41.0,-48.0,17.0,0
2020-04-15,-32.0,-8.0,27.0,-41.0,-48.0,17.0,0
2020-04-16,-34.0,-7.0,35.0,-41.0,-48.0,17.0,0
2020-04-17,-38.0,-11.0,33.0,-41.0,-46.0,17.0,0
2020-04-18,-45.0,-17.0,-12.0,-41.0,-34.0,12.0,0
2020-04-19,-38.0,-14.0,16.0,-41.0,-36.0,9.0,0
2020-04-20,-31.0,-11.0,47.0,-40.0,-46.0,15.0,0
2020-04-21,-35.0,-11.0,27.0,-41.0,-47.0,17.0,0
2020-04-22,-38.0,-13.0,-13.0,-46.0,-48.0,18.0,0
2020-04-23,-37.0,-9.0,20.0,-43.0,-48.0,17.0,0
2020-04-24,-40.0,-13.0,-3.0,-44.0,-46.0,18.0,0
2020-04-25,-43.0,-13.0,11.0,-37.0,-33.0,11.0,0
2020-04-26,-36.0,-13.0,28.0,-36.0,-35.0,9.0,0
2020-04-27,-32.0,-11.0,19.0,-41.0,-45.0,16.0,0
2020-04-28,-31.0,-6.0,56.0,-37.0,-47.0,8.0,0
2020-04-29,-31.0,-6.0,32.0,-39.0,-47.0,16.0,0
2020-04-30,-31.0,-4.0,26.0,-39.0,-47.0,16.0,0
2020-05-01,-32.0,-4.0,15.0,-37.0,-44.0,16.0,0
2020-05-02,-41.0,-10.0,-17.0,-36.0,-32.0,11.0,0
2020-02-15,5.0,-1.0,13.0,3.0,0.0,0.0,0
2020-02-16,9.0,1.0,29.0,0.0,1.0,-1.0,0
2020-02-17,8.0,-1.0,43.0,-11.0,-21.0,5.0,0
2020-02-18,1.0,-2.0,12.0,2.0,1.0,0.0,0
2020-02-19,1.0,0.0,18.0,2.0,2.0,0.0,0
2020-02-20,1.0,-1.0,10.0,1.0,1.0,0.0,0
2020-02-21,0.0,-2.0,6.0,1.0,3.0,1.0,0
2020-02-22,9.0,3.0,53.0,6.0,4.0,-1.0,0
2020-02-23,11.0,5.0,100.0,4.0,3.0,-1.0,0
2020-02-24,3.0,0.0,36.0,2.0,3.0,0.0,0
2020-02-25,4.0,-1.0,1.0,1.0,2.0,0.0,0
2020-02-26,7.0,4.0,8.0,5.0,2.0,-1.0,0
2020-02-27,3.0,-1.0,0.0,2.0,1.0,1.0,0
2020-02-28,4.0,2.0,2.0,4.0,3.0,0.0,0
2020-02-29,9.0,3.0,-3.0,5.0,2.0,-1.0,0
2020-03-01,16.0,8.0,39.0,6.0,3.0,-1.0,0
2020-03-02,8.0,4.0,31.0,2.0,2.0,0.0,0
2020-03-03,9.0,5.0,4.0,3.0,2.0,0.0,0
2020-03-04,9.0,7.0,27.0,4.0,1.0,-1.0,0
2020-03-05,9.0,7.0,37.0,5.0,1.0,-1.0,0
2020-03-06,1.0,0.0,-7.0,-1.0,1.0,1.0,0
2020-03-07,10.0,6.0,26.0,7.0,3.0,-1.0,0
2020-03-08,15.0,9.0,127.0,8.0,1.0,-2.0,0
2020-03-09,9.0,7.0,104.0,1.0,0.0,0.0,0
2020-03-10,6.0,5.0,17.0,-2.0,0.0,1.0,0
2020-03-11,7.0,10.0,29.0,0.0,-1.0,0.0,0
2020-03-12,8.0,21.0,39.0,-4.0,-2.0,1.0,0
2020-03-13,1.0,22.0,33.0,-11.0,-7.0,3.0,0
2020-03-14,-7.0,13.0,40.0,-8.0,-2.0,3.0,0
2020-03-15,-8.0,8.0,63.0,-15.0,-7.0,3.0,0
2020-03-16,-6.0,18.0,10.0,-26.0,-22.0,8.0,0
2020-03-17,-28.0,2.0,-4.0,-34.0,-31.0,13.0,0
2020-03-18,-33.0,-2.0,31.0,-37.0,-35.0,14.0,0
2020-03-19,-35.0,-1.0,0.0,-42.0,-37.0,16.0,0
2020-03-20,-39.0,-1.0,15.0,-43.0,-41.0,19.0,0
2020-03-21,-48.0,-11.0,20.0,-40.0,-31.0,13.0,0
2020-03-22,-47.0,-18.0,38.0,-46.0,-33.0,10.0,0
2020-03-23,-50.0,-25.0,-53.0,-58.0,-50.0,21.0,0
2020-03-24,-45.0,-19.0,10.0,-51.0,-51.0,21.0,0
2020-03-25,-49.0,-23.0,-29.0,-55.0,-52.0,22.0,0
2020-03-26,-44.0,-18.0,52.0,-50.0,-51.0,21.0,0
2020-03-27,-46.0,-20.0,27.0,-52.0,-50.0,23.0,0
2020-03-28,-58.0,-33.0,-53.0,-55.0,-39.0,17.0,0
2020-03-29,-50.0,-27.0,7.0,-52.0,-38.0,12.0,0
2020-03-30,-45.0,-23.0,-15.0,-55.0,-51.0,21.0,0
2020-03-31,-45.0,-22.0,-26.0,-54.0,-53.0,22.0,0
2020-04-01,-43.0,-16.0,-1.0,-50.0,-53.0,21.0,0
2020-04-02,-45.0,-18.0,7.0,-53.0,-53.0,22.0,0
2020-04-03,-46.0,-18.0,-11.0,-54.0,-52.0,24.0,0
2020-04-04,-53.0,-22.0,14.0,-49.0,-38.0,15.0,0
2020-04-05,-50.0,-24.0,52.0,-51.0,-39.0,12.0,0
2020-04-06,-43.0,-19.0,33.0,-53.0,-53.0,21.0,0
2020-04-07,-44.0,-20.0,18.0,-53.0,-54.0,21.0,0
2020-04-08,-44.0,-18.0,28.0,-53.0,-54.0,21.0,0
2020-04-09,-46.0,-19.0,-22.0,-57.0,-55.0,23.0,0
2020-04-10,-49.0,-20.0,-34.0,-60.0,-61.0,27.0,0
2020-04-11,-47.0,-12.0,19.0,-50.0,-40.0,15.0,0
2020-04-12,-70.0,-47.0,31.0,-55.0,-46.0,12.0,0
2020-04-13,-53.0,-30.0,-40.0,-62.0,-55.0,23.0,0
2020-04-14,-43.0,-18.0,1.0,-52.0,-52.0,21.0,0
2020-04-15,-38.0,-13.0,2.0,-51.0,-52.0,21.0,0
2020-04-16,-42.0,-16.0,-13.0,-54.0,-52.0,22.0,0
2020-04-17,-47.0,-22.0,-25.0,-56.0,-51.0,24.0,0
2020-04-18,-49.0,-19.0,-13.0,-49.0,-36.0,15.0,0
2020-04-19,-45.0,-20.0,71.0,-49.0,-36.0,11.0,0
2020-04-20,-41.0,-21.0,20.0,-54.0,-51.0,20.0,0
2020-04-21,-44.0,-22.0,-23.0,-55.0,-52.0,22.0,0
2020-04-22,-41.0,-16.0,3.0,-52.0,-51.0,21.0,0
2020-04-23,-43.0,-18.0,-5.0,-54.0,-52.0,22.0,0
2020-04-24,-47.0,-23.0,-23.0,-57.0,-51.0,24.0,0
2020-04-25,-43.0,-15.0,85.0,-41.0,-34.0,12.0,0
2020-04-26,-51.0,-26.0,-49.0,-56.0,-38.0,13.0,0
2020-04-27,-38.0,-17.0,-1.0,-53.0,-49.0,20.0,0
2020-04-28,-35.0,-13.0,43.0,-48.0,-50.0,14.0,0
2020-04-29,-35.0,-12.0,20.0,-49.0,-50.0,19.0,0
2020-04-30,-42.0,-19.0,-29.0,-52.0,-51.0,22.0,0
2020-05-01,-37.0,-11.0,15.0,-47.0,-48.0,21.0,0
2020-05-02,-37.0,-8.0,117.0,-35.0,-31.0,10.0,0
2020-02-15,1.0,-4.0,15.0,2.0,-1.0,0.0,1
2020-02-16,9.0,-4.0,12.0,7.0,1.0,-1.0,1
2020-02-17,13.0,-3.0,91.0,-13.0,-31.0,7.0,1
2020-02-18,0.0,-7.0,-11.0,-3.0,-9.0,3.0,1
2020-02-19,4.0,-2.0,16.0,0.0,-5.0,1.0,1
2020-02-20,4.0,-4.0,7.0,1.0,-4.0,1.0,1
2020-02-21,2.0,-7.0,1.0,-1.0,-3.0,2.0,1
2020-02-22,8.0,-4.0,89.0,5.0,2.0,-1.0,1
2020-02-23,12.0,-2.0,106.0,8.0,4.0,-1.0,1
2020-02-24,7.0,-2.0,87.0,3.0,4.0,-1.0,1
2020-02-25,4.0,-3.0,18.0,5.0,2.0,0.0,1
2020-02-26,8.0,-1.0,7.0,4.0,2.0,-1.0,1
2020-02-27,7.0,-3.0,5.0,3.0,2.0,0.0,1
2020-02-28,8.0,-1.0,2.0,7.0,4.0,-1.0,1
2020-02-29,7.0,-2.0,31.0,5.0,2.0,-1.0,1
2020-03-01,13.0,7.0,-3.0,9.0,5.0,-1.0,1
2020-03-02,9.0,7.0,34.0,-1.0,3.0,-1.0,1
2020-03-03,9.0,6.0,61.0,2.0,2.0,-1.0,1
2020-03-04,9.0,3.0,21.0,-1.0,1.0,-1.0,1
2020-03-05,8.0,3.0,54.0,4.0,2.0,-1.0,1
2020-03-06,4.0,-3.0,8.0,-1.0,3.0,1.0,1
2020-03-07,5.0,-1.0,35.0,-3.0,2.0,0.0,1
2020-03-08,11.0,-1.0,68.0,4.0,4.0,-1.0,1
2020-03-09,13.0,3.0,165.0,-3.0,2.0,-1.0,1
2020-03-10,8.0,2.0,65.0,-6.0,0.0,0.0,1
2020-03-11,7.0,5.0,56.0,-7.0,-3.0,1.0,1
2020-03-12,6.0,24.0,33.0,-9.0,-1.0,1.0,1
2020-03-13,-1.0,34.0,-10.0,-21.0,-3.0,4.0,1
2020-03-14,-9.0,20.0,98.0,-16.0,-4.0,3.0,1
2020-03-15,-13.0,6.0,81.0,-21.0,-5.0,4.0,1
2020-03-16,-8.0,20.0,41.0,-32.0,-22.0,9.0,1
2020-03-17,-31.0,5.0,-9.0,-40.0,-31.0,14.0,1
2020-03-18,-28.0,3.0,107.0,-41.0,-33.0,14.0,1
2020-03-19,-36.0,-1.0,-16.0,-53.0,-36.0,17.0,1
