date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,isRI
2020-04-06,-32.0,-8.0,-8.0,-30.0,-40.0,15.0,0
2020-04-07,-35.0,-10.0,-16.0,-26.0,-42.0,17.0,0
2020-04-08,-31.0,-6.0,-4.0,-26.0,-42.0,16.0,0
2020-04-09,-30.0,-4.0,-2.0,-27.0,-42.0,17.0,0
2020-04-10,-32.0,-5.0,-9.0,-36.0,-50.0,20.0,0
2020-04-11,-35.0,1.0,-12.0,-38.0,-32.0,11.0,0
2020-04-12,-63.0,-44.0,-50.0,-49.0,-43.0,14.0,0
2020-04-13,-27.0,-9.0,-14.0,-28.0,-40.0,14.0,0
2020-04-14,-24.0,-6.0,-5.0,-22.0,-39.0,15.0,0
2020-04-15,-12.0,2.0,-1.0,-19.0,-39.0,13.0,0
2020-04-16,-19.0,-2.0,2.0,-21.0,-38.0,15.0,0
2020-04-17,-27.0,-9.0,-6.0,-29.0,-39.0,16.0,0
2020-04-18,-29.0,-5.0,-11.0,-29.0,-26.0,10.0,0
2020-04-19,-42.0,-22.0,-39.0,-41.0,-36.0,12.0,0
2020-04-20,-18.0,-4.0,0.0,-24.0,-36.0,13.0,0
2020-04-21,-15.0,0.0,16.0,-18.0,-37.0,13.0,0
2020-04-22,-18.0,-2.0,-5.0,-21.0,-38.0,14.0,0
2020-04-23,-25.0,-6.0,-16.0,-23.0,-39.0,16.0,0
2020-04-24,-23.0,-5.0,7.0,-23.0,-37.0,15.0,0
2020-04-25,-26.0,-2.0,3.0,-25.0,-25.0,9.0,0
2020-04-26,-22.0,-4.0,17.0,-25.0,-30.0,8.0,0
2020-04-27,-12.0,-1.0,6.0,-20.0,-34.0,12.0,0
2020-04-28,-14.0,1.0,9.0,-16.0,-35.0,7.0,0
2020-04-29,-11.0,2.0,-7.0,-18.0,-37.0,14.0,0
2020-04-30,-10.0,6.0,15.0,-14.0,-35.0,12.0,0
2020-05-01,-12.0,5.0,20.0,-16.0,-35.0,12.0,0
2020-05-02,-16.0,8.0,28.0,-15.0,-22.0,6.0,0
2020-02-15,5.0,4.0,11.0,1.0,4.0,-1.0,0
2020-02-16,13.0,7.0,45.0,3.0,3.0,-1.0,0
2020-02-17,4.0,2.0,8.0,-2.0,-20.0,5.0,0
2020-02-18,0.0,-2.0,11.0,2.0,2.0,0.0,0
2020-02-19,9.0,1.0,-2.0,7.0,5.0,-2.0,0
2020-02-20,1.0,0.0,1.0,3.0,3.0,0.0,0
2020-02-21,10.0,-2.0,23.0,9.0,18.0,-2.0,0
2020-02-22,7.0,10.0,63.0,8.0,6.0,-2.0,0
2020-02-23,12.0,8.0,54.0,6.0,5.0,-1.0,0
2020-02-24,-2.0,0.0,-15.0,-3.0,3.0,1.0,0
2020-02-25,2.0,0.0,2.0,-1.0,2.0,0.0,0
2020-02-26,13.0,2.0,-14.0,8.0,4.0,-2.0,0
2020-02-27,8.0,4.0,10.0,5.0,4.0,-1.0,0
2020-02-28,17.0,4.0,37.0,13.0,18.0,-3.0,0
2020-02-29,15.0,12.0,84.0,11.0,6.0,-4.0,0
2020-03-01,21.0,15.0,95.0,11.0,5.0,-3.0,0
2020-03-02,9.0,8.0,19.0,1.0,4.0,-1.0,0
2020-03-03,14.0,12.0,66.0,5.0,3.0,-2.0,0
2020-03-04,18.0,10.0,28.0,11.0,6.0,-4.0,0
2020-03-05,10.0,8.0,50.0,6.0,4.0,-1.0,0
2020-03-06,16.0,3.0,67.0,13.0,18.0,-3.0,0
2020-03-07,12.0,14.0,114.0,13.0,7.0,-3.0,0
2020-03-08,20.0,16.0,119.0,14.0,5.0,-2.0,0
2020-03-09,3.0,5.0,-8.0,-4.0,1.0,2.0,0
2020-03-10,11.0,11.0,46.0,1.0,0.0,-1.0,0
2020-03-11,19.0,13.0,50.0,10.0,4.0,-3.0,0
2020-03-12,8.0,24.0,26.0,1.0,1.0,0.0,0
2020-03-13,12.0,24.0,37.0,6.0,10.0,0.0,0
2020-03-14,-6.0,18.0,-16.0,-3.0,1.0,3.0,0
2020-03-15,-2.0,17.0,-8.0,-5.0,-2.0,2.0,0
2020-03-16,-2.0,30.0,-11.0,-13.0,-14.0,6.0,0
2020-03-17,-10.0,22.0,28.0,-11.0,-19.0,7.0,0
2020-03-18,-12.0,20.0,2.0,-10.0,-24.0,8.0,0
2020-03-19,-25.0,13.0,9.0,-19.0,-29.0,13.0,0
2020-03-20,-24.0,13.0,9.0,-18.0,-22.0,13.0,0
2020-03-21,-37.0,11.0,27.0,-17.0,-17.0,9.0,0
2020-03-22,-40.0,-1.0,-41.0,-30.0,-26.0,9.0,0
2020-03-23,-33.0,2.0,2.0,-31.0,-35.0,14.0,0
2020-03-24,-44.0,-14.0,-16.0,-33.0,-42.0,18.0,0
2020-03-25,-33.0,-6.0,47.0,-24.0,-41.0,14.0,0
2020-03-26,-39.0,-10.0,73.0,-30.0,-43.0,17.0,0
2020-03-27,-37.0,-13.0,50.0,-30.0,-36.0,18.0,0
2020-03-28,-46.0,-12.0,32.0,-32.0,-28.0,12.0,0
2020-03-29,-38.0,-12.0,73.0,-34.0,-32.0,9.0,0
2020-03-30,-36.0,-11.0,41.0,-34.0,-43.0,16.0,0
2020-03-31,-34.0,-5.0,49.0,-30.0,-45.0,17.0,0
2020-04-01,-27.0,0.0,38.0,-25.0,-44.0,14.0,0
2020-04-02,-36.0,-4.0,36.0,-32.0,-46.0,18.0,0
2020-04-03,-36.0,-4.0,9.0,-32.0,-39.0,19.0,0
2020-04-04,-48.0,-1.0,-24.0,-37.0,-31.0,13.0,0
2020-04-05,-43.0,-6.0,5.0,-40.0,-34.0,10.0,0
2020-04-06,-43.0,-13.0,14.0,-39.0,-46.0,18.0,0
2020-04-07,-39.0,-10.0,65.0,-32.0,-48.0,17.0,0
2020-04-08,-33.0,-6.0,38.0,-29.0,-47.0,15.0,0
2020-04-09,-39.0,-6.0,19.0,-34.0,-48.0,19.0,0
2020-04-10,-34.0,-5.0,44.0,-33.0,-45.0,19.0,0
2020-04-11,-44.0,1.0,16.0,-36.0,-32.0,12.0,0
2020-04-12,-62.0,-41.0,-27.0,-48.0,-42.0,11.0,0
2020-04-13,-39.0,-14.0,-15.0,-38.0,-46.0,18.0,0
2020-04-14,-37.0,-13.0,10.0,-34.0,-46.0,18.0,0
2020-04-15,-22.0,-2.0,9.0,-24.0,-44.0,14.0,0
2020-04-16,-32.0,-6.0,15.0,-31.0,-45.0,18.0,0
2020-04-17,-34.0,-14.0,-7.0,-33.0,-38.0,19.0,0
2020-04-18,-37.0,-6.0,55.0,-27.0,-27.0,10.0,0
2020-04-19,-32.0,-10.0,41.0,-34.0,-31.0,8.0,0
2020-04-20,-29.0,-8.0,41.0,-32.0,-44.0,16.0,0
2020-04-21,-28.0,-5.0,82.0,-28.0,-46.0,16.0,0
2020-04-22,-28.0,-7.0,-1.0,-26.0,-44.0,15.0,0
2020-04-23,-33.0,-7.0,30.0,-31.0,-45.0,18.0,0
2020-04-24,-30.0,-11.0,36.0,-29.0,-37.0,17.0,0
2020-04-25,-39.0,-7.0,14.0,-29.0,-28.0,11.0,0
2020-04-26,-25.0,-2.0,89.0,-26.0,-29.0,6.0,0
2020-04-27,-25.0,-4.0,33.0,-29.0,-42.0,16.0,0
2020-04-28,-26.0,-5.0,48.0,-26.0,-44.0,10.0,0
2020-04-29,-21.0,-2.0,-9.0,-22.0,-43.0,14.0,0
2020-04-30,-21.0,3.0,79.0,-22.0,-43.0,15.0,0
2020-05-01,-18.0,1.0,108.0,-17.0,-35.0,13.0,0
2020-05-02,-28.0,6.0,123.0,-14.0,-24.0,6.0,0
2020-02-15,4.0,2.0,-8.0,2.0,0.0,0.0,0
2020-02-16,9.0,2.0,-1.0,8.0,0.0,0.0,0
2020-02-17,6.0,1.0,10.0,-2.0,-24.0,5.0,0
2020-02-18,-2.0,-1.0,-2.0,1.0,2.0,0.0,0
2020-02-19,1.0,1.0,3.0,3.0,2.0,0.0,0
2020-02-20,6.0,1.0,4.0,5.0,2.0,-1.0,0
2020-02-21,4.0,1.0,3.0,4.0,2.0,-1.0,0
2020-02-22,8.0,6.0,5.0,5.0,1.0,-1.0,0
2020-02-23,10.0,5.0,-6.0,8.0,3.0,0.0,0
2020-02-24,1.0,0.0,-9.0,3.0,3.0,0.0,0
2020-02-25,4.0,1.0,10.0,6.0,2.0,0.0,0
2020-02-26,9.0,3.0,-1.0,5.0,2.0,-1.0,0
2020-02-27,12.0,3.0,8.0,8.0,1.0,-1.0,0
2020-02-28,11.0,6.0,20.0,8.0,1.0,-1.0,0
2020-02-29,14.0,8.0,-4.0,12.0,1.0,-2.0,0
2020-03-01,18.0,10.0,-1.0,14.0,5.0,-1.0,0
2020-03-02,9.0,5.0,-1.0,6.0,4.0,-1.0,0
2020-03-03,10.0,9.0,13.0,11.0,1.0,-1.0,0
2020-03-04,8.0,7.0,1.0,7.0,2.0,0.0,0
2020-03-05,12.0,11.0,19.0,9.0,2.0,-1.0,0
2020-03-06,9.0,7.0,30.0,8.0,2.0,-1.0,0
2020-03-07,11.0,8.0,7.0,11.0,1.0,-1.0,0
2020-03-08,11.0,7.0,-8.0,12.0,2.0,0.0,0
2020-03-09,8.0,7.0,12.0,7.0,3.0,-1.0,0
2020-03-10,8.0,7.0,19.0,6.0,1.0,-1.0,0
2020-03-11,6.0,9.0,7.0,6.0,1.0,0.0,0
2020-03-12,10.0,16.0,11.0,8.0,0.0,-1.0,0
2020-03-13,0.0,20.0,-16.0,1.0,-3.0,2.0,0
2020-03-14,-15.0,13.0,-44.0,-5.0,-6.0,4.0,0
2020-03-15,-14.0,10.0,-31.0,0.0,-6.0,4.0,0
2020-03-16,-2.0,29.0,10.0,2.0,-16.0,5.0,0
2020-03-17,-19.0,16.0,28.0,0.0,-22.0,7.0,0
2020-03-18,-27.0,5.0,10.0,-11.0,-26.0,10.0,0
2020-03-19,-29.0,2.0,2.0,-14.0,-28.0,11.0,0
2020-03-20,-33.0,6.0,20.0,-16.0,-29.0,12.0,0
2020-03-21,-41.0,1.0,34.0,-13.0,-26.0,8.0,0
2020-03-22,-39.0,-7.0,38.0,-20.0,-29.0,7.0,0
2020-03-23,-32.0,-5.0,31.0,-24.0,-31.0,11.0,0
2020-03-24,-35.0,-6.0,13.0,-22.0,-34.0,13.0,0
2020-03-25,-37.0,-9.0,8.0,-24.0,-36.0,14.0,0
2020-03-26,-33.0,2.0,21.0,-26.0,-36.0,14.0,0
2020-03-27,-35.0,8.0,8.0,-29.0,-36.0,15.0,0
2020-03-28,-59.0,-25.0,-2.0,-37.0,-36.0,13.0,0
2020-03-29,-51.0,-25.0,28.0,-37.0,-37.0,10.0,0
2020-03-30,-42.0,-19.0,19.0,-36.0,-40.0,14.0,0
2020-03-31,-45.0,-18.0,-6.0,-35.0,-42.0,17.0,0
2020-04-01,-47.0,-18.0,-22.0,-37.0,-44.0,18.0,0
2020-04-02,-45.0,-15.0,-11.0,-39.0,-44.0,18.0,0
2020-04-03,-44.0,-9.0,-9.0,-38.0,-42.0,19.0,0
2020-04-04,-49.0,-13.0,7.0,-37.0,-36.0,12.0,0
2020-04-05,-45.0,-17.0,23.0,-40.0,-36.0,9.0,0
2020-04-06,-37.0,-11.0,27.0,-37.0,-40.0,14.0,0
2020-04-07,-38.0,-11.0,39.0,-33.0,-43.0,15.0,0
2020-04-08,-37.0,-9.0,56.0,-33.0,-43.0,15.0,0
2020-04-09,-35.0,-6.0,78.0,-33.0,-43.0,14.0,0
2020-04-10,-38.0,-3.0,44.0,-34.0,-45.0,16.0,0
2020-04-11,-55.0,-11.0,-51.0,-46.0,-39.0,15.0,0
2020-04-12,-67.0,-37.0,-22.0,-52.0,-43.0,11.0,0
2020-04-13,-38.0,-15.0,6.0,-37.0,-40.0,15.0,0
2020-04-14,-38.0,-13.0,9.0,-35.0,-40.0,16.0,0
2020-04-15,-35.0,-10.0,-4.0,-35.0,-40.0,16.0,0
2020-04-16,-35.0,-6.0,30.0,-28.0,-39.0,15.0,0
2020-04-17,-37.0,-2.0,41.0,-26.0,-38.0,15.0,0
2020-04-18,-42.0,-7.0,8.0,-28.0,-32.0,10.0,0
2020-04-19,-36.0,-8.0,44.0,-31.0,-32.0,7.0,0
2020-04-20,-28.0,-2.0,72.0,-26.0,-37.0,11.0,0
2020-04-21,-31.0,1.0,93.0,-24.0,-39.0,12.0,0
2020-04-22,-32.0,-2.0,49.0,-26.0,-38.0,13.0,0
2020-04-23,-36.0,-3.0,10.0,-29.0,-38.0,15.0,0
2020-04-24,-35.0,0.0,37.0,-22.0,-37.0,14.0,0
2020-04-25,-37.0,1.0,53.0,-23.0,-30.0,7.0,0
2020-04-26,-28.0,1.0,79.0,-23.0,-29.0,5.0,0
2020-04-27,-24.0,1.0,28.0,-26.0,-33.0,11.0,0
2020-04-28,-23.0,7.0,90.0,-18.0,-35.0,3.0,0
2020-04-29,-22.0,7.0,101.0,-19.0,-35.0,10.0,0
2020-04-30,-23.0,5.0,43.0,-21.0,-35.0,12.0,0
2020-05-01,-23.0,13.0,72.0,-16.0,-33.0,11.0,0
2020-05-02,-23.0,15.0,93.0,-13.0,-25.0,4.0,0
2020-02-15,9.0,5.0,37.0,-1.0,-1.0,-1.0,0
2020-02-16,11.0,8.0,44.0,0.0,4.0,-1.0,0
2020-02-17,7.0,1.0,13.0,1.0,-14.0,4.0,0
2020-02-18,5.0,2.0,24.0,6.0,2.0,0.0,0
2020-02-19,-6.0,-3.0,-6.0,-2.0,1.0,1.0,0
2020-02-20,1.0,-1.0,4.0,3.0,1.0,1.0,0
2020-02-21,8.0,3.0,21.0,7.0,2.0,-1.0,0
2020-02-22,11.0,6.0,73.0,8.0,0.0,-2.0,0
2020-02-23,11.0,6.0,43.0,7.0,5.0,-1.0,0
2020-02-24,4.0,6.0,24.0,4.0,3.0,0.0,0
2020-02-25,2.0,-3.0,10.0,0.0,1.0,1.0,0
2020-02-26,10.0,6.0,15.0,6.0,2.0,-1.0,0
2020-02-27,6.0,2.0,14.0,7.0,2.0,0.0,0
2020-02-28,12.0,9.0,33.0,11.0,4.0,-3.0,0
2020-02-29,14.0,11.0,86.0,10.0,2.0,-3.0,0
2020-03-01,17.0,13.0,56.0,9.0,6.0,-2.0,0
2020-03-02,9.0,8.0,28.0,3.0,3.0,-1.0,0
2020-03-03,10.0,10.0,55.0,1.0,2.0,-1.0,0
2020-03-04,12.0,11.0,58.0,8.0,2.0,-2.0,0
2020-03-05,8.0,6.0,23.0,8.0,1.0,-1.0,0
2020-03-06,11.0,9.0,51.0,14.0,1.0,-2.0,0
2020-03-07,11.0,12.0,84.0,13.0,0.0,-2.0,0
2020-03-08,13.0,13.0,90.0,15.0,3.0,-2.0,0
2020-03-09,2.0,5.0,-1.0,-1.0,-4.0,2.0,0
2020-03-10,5.0,6.0,29.0,4.0,-4.0,1.0,0
2020-03-11,9.0,14.0,65.0,8.0,-4.0,0.0,0
2020-03-12,8.0,23.0,34.0,8.0,-7.0,2.0,0
2020-03-13,3.0,32.0,16.0,2.0,-11.0,3.0,0
2020-03-14,-17.0,5.0,-25.0,-10.0,-6.0,7.0,0
2020-03-15,-12.0,10.0,-20.0,-5.0,-2.0,4.0,0
2020-03-16,-5.0,29.0,8.0,-4.0,-14.0,7.0,0
2020-03-17,-17.0,17.0,29.0,-1.0,-20.0,10.0,0
2020-03-18,-22.0,14.0,17.0,-8.0,-24.0,11.0,0
2020-03-19,-33.0,0.0,-15.0,-22.0,-28.0,15.0,0
2020-03-20,-33.0,4.0,-15.0,-18.0,-29.0,16.0,0
2020-03-21,-38.0,0.0,15.0,-9.0,-14.0,11.0,0
2020-03-22,-40.0,-11.0,-4.0,-21.0,-22.0,9.0,0
2020-03-23,-30.0,-4.0,29.0,-17.0,-31.0,13.0,0
2020-03-24,-32.0,-8.0,69.0,-14.0,-33.0,15.0,0
2020-03-25,-30.0,-5.0,77.0,-13.0,-34.0,14.0,0
2020-03-26,-34.0,-10.0,37.0,-15.0,-35.0,16.0,0
2020-03-27,-34.0,-6.0,17.0,-19.0,-34.0,17.0,0
2020-03-28,-44.0,-13.0,-18.0,-24.0,-21.0,13.0,0
2020-03-29,-34.0,-9.0,109.0,-18.0,-24.0,8.0,0
2020-03-30,-30.0,-8.0,83.0,-18.0,-35.0,14.0,0
2020-03-31,-29.0,-7.0,99.0,-13.0,-37.0,15.0,0
2020-04-01,-27.0,2.0,98.0,-13.0,-38.0,15.0,0
2020-04-02,-40.0,-9.0,-2.0,-22.0,-39.0,19.0,0
2020-04-03,-40.0,-7.0,-23.0,-26.0,-39.0,20.0,0
2020-04-04,-43.0,-5.0,13.0,-22.0,-24.0,13.0,0
2020-04-05,-40.0,-8.0,56.0,-25.0,-27.0,9.0,0
2020-04-06,-33.0,-6.0,75.0,-21.0,-38.0,15.0,0
2020-04-07,-31.0,-5.0,128.0,-15.0,-41.0,16.0,0
2020-04-08,-33.0,-3.0,55.0,-20.0,-41.0,16.0,0
2020-04-09,-36.0,-7.0,16.0,-22.0,-41.0,18.0,0
2020-04-10,-34.0,1.0,33.0,-21.0,-45.0,19.0,0
2020-04-11,-39.0,4.0,52.0,-21.0,-29.0,11.0,0
2020-04-12,-69.0,-47.0,-57.0,-45.0,-43.0,13.0,0
2020-04-13,-35.0,-12.0,-1.0,-27.0,-41.0,17.0,0
2020-04-14,-36.0,-14.0,10.0,-21.0,-40.0,18.0,0
2020-04-15,-25.0,0.0,29.0,-16.0,-40.0,16.0,0
2020-04-16,-43.0,-18.0,-28.0,-34.0,-42.0,22.0,0
2020-04-17,-33.0,-8.0,-1.0,-21.0,-39.0,20.0,0
2020-04-18,-33.0,-5.0,62.0,-12.0,-21.0,10.0,0
2020-04-19,-31.0,-10.0,57.0,-19.0,-25.0,8.0,0
2020-04-20,-24.0,-6.0,62.0,-16.0,-38.0,15.0,0
2020-04-21,-25.0,-7.0,97.0,-12.0,-40.0,16.0,0
2020-04-22,-25.0,-2.0,76.0,-12.0,-40.0,15.0,0
2020-04-23,-27.0,-5.0,71.0,-12.0,-40.0,17.0,0
2020-04-24,-30.0,-5.0,20.0,-16.0,-41.0,18.0,0
2020-04-25,-33.0,-4.0,68.0,-10.0,-24.0,10.0,0
2020-04-26,-26.0,-5.0,98.0,-14.0,-25.0,7.0,0
2020-04-27,-20.0,-2.0,111.0,-10.0,-38.0,14.0,0
2020-04-28,-24.0,-5.0,66.0,-10.0,-40.0,10.0,0
2020-04-29,-23.0,0.0,53.0,-7.0,-40.0,16.0,0
2020-04-30,-22.0,0.0,105.0,-6.0,-40.0,15.0,0
2020-05-01,-20.0,6.0,111.0,-2.0,-39.0,14.0,0
2020-05-02,-29.0,1.0,75.0,-5.0,-23.0,9.0,0
2020-02-15,3.0,2.0,8.0,2.0,-2.0,0.0,0
2020-02-16,6.0,3.0,36.0,1.0,0.0,-1.0,0
2020-02-17,5.0,0.0,31.0,-2.0,-28.0,6.0,0
2020-02-18,2.0,1.0,6.0,4.0,1.0,0.0,0
2020-02-19,1.0,1.0,11.0,8.0,1.0,0.0,0
2020-02-20,4.0,1.0,8.0,4.0,1.0,0.0,0
2020-02-21,2.0,2.0,13.0,2.0,1.0,0.0,0
2020-02-22,0.0,-3.0,-12.0,-2.0,-2.0,1.0,0
2020-02-23,5.0,4.0,27.0,5.0,0.0,-1.0,0
2020-02-24,3.0,3.0,14.0,4.0,3.0,0.0,0
2020-02-25,5.0,3.0,6.0,2.0,-2.0,1.0,0
2020-02-26,9.0,6.0,12.0,6.0,2.0,-1.0,0
2020-02-27,8.0,5.0,12.0,5.0,1.0,-1.0,0
2020-02-28,6.0,4.0,12.0,2.0,2.0,-1.0,0
2020-02-29,7.0,6.0,4.0,4.0,0.0,-1.0,0
2020-03-01,7.0,4.0,3.0,0.0,-1.0,0.0,0
2020-03-02,6.0,7.0,1.0,-1.0,3.0,0.0,0
2020-03-03,9.0,11.0,9.0,-1.0,2.0,-1.0,0
2020-03-04,7.0,9.0,14.0,4.0,1.0,-1.0,0
2020-03-05,6.0,10.0,13.0,1.0,1.0,-1.0,0
2020-03-06,3.0,7.0,14.0,-2.0,2.0,0.0,0
2020-03-07,2.0,5.0,0.0,0.0,0.0,0.0,0
2020-03-08,4.0,7.0,22.0,0.0,0.0,0.0,0
2020-03-09,4.0,8.0,15.0,0.0,-7.0,1.0,0
2020-03-10,2.0,7.0,-5.0,-6.0,-1.0,1.0,0
2020-03-11,5.0,11.0,11.0,-1.0,0.0,1.0,0
2020-03-12,2.0,13.0,-3.0,-8.0,-1.0,1.0,0
2020-03-13,1.0,24.0,-8.0,-11.0,-4.0,3.0,0
2020-03-14,-6.0,22.0,-19.0,-9.0,-5.0,3.0,0
2020-03-15,-6.0,21.0,-2.0,-17.0,-7.0,3.0,0
2020-03-16,-5.0,28.0,-14.0,-19.0,-20.0,7.0,0
2020-03-17,-12.0,21.0,-25.0,-23.0,-26.0,9.0,0
2020-03-18,-27.0,12.0,-36.0,-29.0,-36.0,14.0,0
2020-03-19,-36.0,-2.0,-39.0,-45.0,-43.0,17.0,0
2020-03-20,-38.0,-3.0,-42.0,-49.0,-45.0,20.0,0
2020-03-21,-46.0,-13.0,-41.0,-48.0,-46.0,15.0,0
2020-03-22,-46.0,-19.0,-24.0,-57.0,-49.0,13.0,0
2020-03-23,-41.0,-16.0,-37.0,-54.0,-48.0,18.0,0
2020-03-24,-40.0,-14.0,-36.0,-51.0,-50.0,19.0,0
2020-03-25,-41.0,-15.0,-42.0,-51.0,-51.0,20.0,0
2020-03-26,-42.0,-16.0,-43.0,-56.0,-51.0,21.0,0
2020-03-27,-43.0,-17.0,-44.0,-57.0,-52.0,22.0,0
2020-03-28,-47.0,-19.0,-49.0,-54.0,-50.0,16.0,0
2020-03-29,-47.0,-23.0,-38.0,-62.0,-52.0,14.0,0
2020-03-30,-40.0,-16.0,-29.0,-56.0,-51.0,18.0,0
2020-03-31,-37.0,-12.0,-28.0,-51.0,-52.0,19.0,0
2020-04-01,-37.0,-7.0,-29.0,-50.0,-52.0,20.0,0
2020-04-02,-40.0,-12.0,-36.0,-57.0,-54.0,21.0,0
2020-04-03,-41.0,-12.0,-37.0,-57.0,-53.0,22.0,0
2020-04-04,-48.0,-16.0,-53.0,-57.0,-53.0,17.0,0
2020-04-05,-49.0,-22.0,-46.0,-64.0,-55.0,15.0,0
2020-04-06,-43.0,-18.0,-46.0,-59.0,-54.0,20.0,0
2020-04-07,-42.0,-17.0,-41.0,-55.0,-55.0,21.0,0
2020-04-08,-43.0,-16.0,-42.0,-54.0,-55.0,21.0,0
2020-04-09,-43.0,-17.0,-45.0,-57.0,-56.0,22.0,0
2020-04-10,-44.0,-16.0,-44.0,-59.0,-56.0,24.0,0
2020-04-11,-45.0,-13.0,-43.0,-55.0,-53.0,16.0,0
2020-04-12,-61.0,-32.0,-48.0,-64.0,-56.0,14.0,0
2020-04-13,-46.0,-19.0,-37.0,-56.0,-52.0,20.0,0
2020-04-14,-44.0,-16.0,-34.0,-51.0,-53.0,20.0,0
2020-04-15,-38.0,-11.0,-31.0,-48.0,-53.0,20.0,0
2020-04-16,-40.0,-14.0,-36.0,-54.0,-53.0,20.0,0
2020-04-17,-44.0,-17.0,-42.0,-55.0,-53.0,22.0,0
2020-04-18,-47.0,-17.0,-51.0,-53.0,-51.0,16.0,0
2020-04-19,-46.0,-19.0,-33.0,-60.0,-52.0,13.0,0
2020-04-20,-42.0,-18.0,-38.0,-54.0,-51.0,19.0,0
2020-04-21,-39.0,-14.0,-32.0,-50.0,-52.0,20.0,0
2020-04-22,-39.0,-12.0,-29.0,-48.0,-52.0,20.0,0
2020-04-23,-41.0,-14.0,-35.0,-53.0,-53.0,20.0,0
2020-04-24,-42.0,-16.0,-37.0,-53.0,-53.0,21.0,0
2020-04-25,-45.0,-15.0,-44.0,-51.0,-50.0,15.0,0
2020-04-26,-44.0,-17.0,-28.0,-58.0,-52.0,12.0,0
2020-04-27,-38.0,-13.0,-31.0,-52.0,-50.0,18.0,0
2020-04-28,-35.0,-8.0,-30.0,-48.0,-52.0,11.0,0
2020-04-29,-36.0,-7.0,-34.0,-46.0,-52.0,19.0,0
2020-04-30,-36.0,-8.0,-36.0,-50.0,-52.0,19.0,0
2020-05-01,-37.0,-8.0,-36.0,-50.0,-51.0,20.0,0
2020-05-02,-41.0,-8.0,-44.0,-47.0,-48.0,13.0,0
2020-02-15,3.0,-2.0,6.0,18.0,2.0,0.0,0
2020-02-16,10.0,0.0,21.0,11.0,4.0,-1.0,0
2020-02-17,21.0,8.0,55.0,13.0,-21.0,5.0,0
2020-02-18,-12.0,-11.0,-6.0,12.0,-1.0,3.0,0
2020-02-19,7.0,2.0,10.0,15.0,0.0,1.0,0
2020-02-20,7.0,2.0,16.0,17.0,3.0,0.0,0
2020-02-21,1.0,-3.0,9.0,12.0,1.0,1.0,0
2020-02-22,4.0,-3.0,39.0,27.0,3.0,-1.0,0
2020-02-23,6.0,-2.0,40.0,28.0,4.0,-2.0,0
2020-02-24,5.0,-2.0,58.0,13.0,-9.0,1.0,0
2020-02-25,4.0,-3.0,14.0,10.0,-10.0,1.0,0
2020-02-26,8.0,1.0,-1.0,6.0,-10.0,1.0,0
2020-02-27,1.0,-7.0,-6.0,5.0,-11.0,3.0,0
2020-02-28,2.0,-2.0,5.0,4.0,-10.0,2.0,0
2020-02-29,4.0,-2.0,8.0,13.0,1.0,-2.0,0
2020-03-01,10.0,3.0,-10.0,23.0,3.0,-1.0,0
2020-03-02,6.0,3.0,11.0,9.0,3.0,-1.0,0
2020-03-03,8.0,6.0,43.0,16.0,2.0,-1.0,0
2020-03-04,5.0,2.0,-4.0,7.0,2.0,0.0,0
2020-03-05,6.0,7.0,25.0,8.0,4.0,0.0,0
2020-03-06,1.0,-1.0,3.0,3.0,3.0,1.0,0
2020-03-07,7.0,2.0,15.0,9.0,4.0,-1.0,0
2020-03-08,9.0,3.0,45.0,20.0,3.0,-1.0,0
2020-03-09,9.0,6.0,97.0,7.0,2.0,-1.0,0
2020-03-10,8.0,6.0,31.0,5.0,-1.0,1.0,0
2020-03-11,7.0,9.0,13.0,4.0,0.0,1.0,0
2020-03-12,7.0,30.0,12.0,2.0,1.0,1.0,0
2020-03-13,-1.0,31.0,-23.0,-13.0,-3.0,4.0,0
2020-03-14,-5.0,20.0,23.0,-4.0,0.0,2.0,0
2020-03-15,-6.0,10.0,24.0,-7.0,-3.0,3.0,0
2020-03-16,-1.0,28.0,22.0,-11.0,-16.0,7.0,0
2020-03-17,-22.0,17.0,-12.0,-14.0,-25.0,12.0,0
2020-03-18,-23.0,15.0,61.0,-17.0,-29.0,13.0,0
2020-03-19,-33.0,6.0,-24.0,-30.0,-32.0,17.0,0
2020-03-20,-33.0,13.0,11.0,-37.0,-34.0,18.0,0
2020-03-21,-39.0,-2.0,37.0,-31.0,-24.0,11.0,0
2020-03-22,-41.0,-15.0,32.0,-38.0,-28.0,9.0,0
2020-03-23,-38.0,-10.0,-18.0,-38.0,-39.0,17.0,0
2020-03-24,-42.0,-16.0,-7.0,-36.0,-45.0,21.0,0
2020-03-25,-38.0,-9.0,-5.0,-36.0,-43.0,20.0,0
2020-03-26,-34.0,-2.0,60.0,-36.0,-43.0,19.0,0
2020-03-27,-37.0,-6.0,44.0,-47.0,-42.0,20.0,0
2020-03-28,-51.0,-22.0,25.0,-49.0,-34.0,13.0,0
2020-03-29,-58.0,-35.0,-63.0,-63.0,-38.0,13.0,0
2020-03-30,-43.0,-21.0,-26.0,-50.0,-46.0,20.0,0
2020-03-31,-39.0,-13.0,30.0,-41.0,-47.0,20.0,0
